x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,label
0.201121523976326,0.765883207321167,0.30339276790618896,0.6920601725578308,0.33019277453422546,0.552067756652832,0.25307732820510864,0.45154130458831787,0.1639924794435501,0.4014817774295807,0.3090972900390625,0.4562723934650421,0.29880645871162415,0.3185144066810608,0.27418768405914307,0.23156994581222534,0.24415162205696106,0.15670691430568695,0.23930372297763824,0.4591362476348877,0.25980034470558167,0.3024468421936035,0.27955687046051025,0.209308460354805,0.28089696168899536,0.13705375790596008,0.16973276436328888,0.4872637689113617,0.15632151067256927,0.38775527477264404,0.19340896606445312,0.4852655827999115,0.20697996020317078,0.5568785071372986,0.1020907387137413,0.5307235717773438,0.12179484963417053,0.4502634108066559,0.16019132733345032,0.5184396505355835,0.16931743919849396,0.5783875584602356,R
0.5275000929832458,0.6891230344772339,0.5772193074226379,0.6361952424049377,0.5914224982261658,0.5575644969940186,0.5524713397026062,0.5012438893318176,0.49581190943717957,0.46549761295318604,0.5850226879119873,0.4505581557750702,0.5685325860977173,0.3637681305408478,0.5514335632324219,0.30818289518356323,0.531684398651123,0.2587856650352478,0.5383967757225037,0.44930359721183777,0.5400580763816833,0.34738442301750183,0.5386490225791931,0.2830592393875122,0.5324184894561768,0.23032599687576294,0.494523286819458,0.4731435179710388,0.46992143988609314,0.4156879186630249,0.4880257844924927,0.4794127345085144,0.5045886635780334,0.5254164338111877,0.45403194427490234,0.5128016471862793,0.43964123725891113,0.4732876121997833,0.4616102874279022,0.5164079666137695,0.4819461405277252,0.5516226887702942,R
0.35945144295692444,0.7871196269989014,0.426107257604599,0.7183790802955627,0.4432928264141083,0.6260178685188293,0.39332374930381775,0.5650138854980469,0.3252120912075043,0.5198483467102051,0.43525731563568115,0.48988083004951477,0.41037237644195557,0.38309237360954285,0.3881106376647949,0.31252747774124146,0.3638885021209717,0.25025054812431335,0.3754121959209442,0.4879462718963623,0.3761053681373596,0.36013954877853394,0.37024542689323425,0.27948087453842163,0.36379313468933105,0.21178868412971497,0.31839719414711,0.5177592635154724,0.2912164628505707,0.441345751285553,0.30462074279785156,0.5246405601501465,0.32209837436676025,0.5845189690589905,0.26716914772987366,0.5696846842765808,0.24972186982631683,0.5242473483085632,0.27437859773635864,0.5841271281242371,0.3002752959728241,0.6308717131614685,R
0.6868627071380615,0.8706837296485901,0.7346410751342773,0.8031785488128662,0.6507861614227295,0.7325140237808228,0.5078650116920471,0.71061772108078,0.35420554876327515,0.7015480399131775,0.6209390163421631,0.5171915888786316,0.5399757623672485,0.3839433491230011,0.4757113754749298,0.3223743736743927,0.4040144085884094,0.2559434771537781,0.5236013531684875,0.5627256631851196,0.40336093306541443,0.4913932979106903,0.41881051659584045,0.5664077401161194,0.45795130729675293,0.6023874878883362,0.4284062385559082,0.6318091750144958,0.31001952290534973,0.5807073712348938,0.3601875603199005,0.6865822076797485,0.42233961820602417,0.7502880096435547,0.3522695302963257,0.6986834406852722,0.26423177123069763,0.6673120260238647,0.3116484582424164,0.7323122024536133,0.37958186864852905,0.7842764854431152,R
0.4367234408855438,0.80927574634552,0.5461139678955078,0.6727473735809326,0.5603753924369812,0.5385837554931641,0.5138840079307556,0.4400426745414734,0.4436816871166229,0.3976476490497589,0.5995163917541504,0.46905627846717834,0.516905665397644,0.2979030907154083,0.45412635803222656,0.22476337850093842,0.4014917016029358,0.18122674524784088,0.4955383837223053,0.45876672863960266,0.4843910336494446,0.26614779233932495,0.4639023244380951,0.18332019448280334,0.44258931279182434,0.13919325172901154,0.3867335617542267,0.47092264890670776,0.3236425817012787,0.36027324199676514,0.32065314054489136,0.41342341899871826,0.3359973728656769,0.47218748927116394,0.28335174918174744,0.5090325474739075,0.2559613883495331,0.441294401884079,0.26669803261756897,0.49023276567459106,0.28897589445114136,0.5352358818054199,R
0.5473940968513489,0.8913829922676086,0.46940040588378906,0.8427929878234863,0.4502754807472229,0.7601497769355774,0.5666176080703735,0.6996805667877197,0.6678836345672607,0.6467071771621704,0.46967044472694397,0.5848968625068665,0.5119064450263977,0.46737661957740784,0.5627767443656921,0.392581045627594,0.6150904297828674,0.3170362412929535,0.5582051277160645,0.5758184790611267,0.5475187301635742,0.41994455456733704,0.5742676258087158,0.3474597632884979,0.6063888669013977,0.2703767716884613,0.6389600038528442,0.611395001411438,0.7010051012039185,0.5344581007957458,0.6700589060783386,0.6452043652534485,0.626236081123352,0.7119189500808716,0.7153534293174744,0.6729303598403931,0.7753852605819702,0.6307274699211121,0.7270129323005676,0.699795126914978,0.6619659662246704,0.7440078258514404,R
0.2636938691139221,0.7415755391120911,0.3486824929714203,0.6767168641090393,0.3889094293117523,0.5859619975090027,0.315810889005661,0.5356847047805786,0.23579581081867218,0.5135560631752014,0.3190476894378662,0.47356438636779785,0.3046489953994751,0.38959479331970215,0.2812890112400055,0.3334626853466034,0.25718438625335693,0.27873483300209045,0.2516237199306488,0.47885769605636597,0.2569897174835205,0.3683262765407562,0.2605435252189636,0.3009333908557892,0.2583770453929901,0.23797303438186646,0.18757133185863495,0.5121408700942993,0.18808889389038086,0.43540507555007935,0.22634200751781464,0.5076290965080261,0.2504660487174988,0.5670172572135925,0.12480635195970535,0.5665227174758911,0.12543773651123047,0.5088866353034973,0.16772013902664185,0.5505447387695312,0.1963682919740677,0.5963876843452454,R
0.534183144569397,0.7059230208396912,0.6219333410263062,0.6195616722106934,0.648429274559021,0.5091493129730225,0.5463619828224182,0.46597036719322205,0.44961443543434143,0.4530848562717438,0.5599427223205566,0.3916950225830078,0.533817708492279,0.30275776982307434,0.5002391338348389,0.2449565827846527,0.4649779498577118,0.1868882030248642,0.48477619886398315,0.40416422486305237,0.4817890226840973,0.2776550352573395,0.4830488860607147,0.20968402922153473,0.47775375843048096,0.15060433745384216,0.4176318049430847,0.45109105110168457,0.39156121015548706,0.35213619470596313,0.4388161599636078,0.4201645255088806,0.4749772250652313,0.48251616954803467,0.35530632734298706,0.5244486331939697,0.32575395703315735,0.4544048309326172,0.3799194097518921,0.4883846640586853,0.42775413393974304,0.535624086856842,R
0.3220961391925812,0.9953944087028503,0.411837100982666,0.9544981718063354,0.4368710219860077,0.860082745552063,0.37790796160697937,0.7890260815620422,0.2843638062477112,0.7446379661560059,0.4214973449707031,0.6859688758850098,0.39527106285095215,0.5503513813018799,0.3690994381904602,0.47364938259124756,0.34171512722969055,0.3969785273075104,0.34118956327438354,0.6756764650344849,0.355022668838501,0.514542818069458,0.3509122431278229,0.4207630753517151,0.34163403511047363,0.33370113372802734,0.26767951250076294,0.7103726863861084,0.2378944456577301,0.6011590957641602,0.2576216161251068,0.7268511056900024,0.2790655493736267,0.8123165369033813,0.2021799385547638,0.7818015813827515,0.18268851935863495,0.7292594313621521,0.21630039811134338,0.8157938718795776,0.2494938224554062,0.8811120986938477,R
0.5225856304168701,0.9288593530654907,0.5868209004402161,0.8832443356513977,0.6071102023124695,0.8078579306602478,0.5663771033287048,0.7476125955581665,0.5069369673728943,0.7045719027519226,0.598398745059967,0.6777291893959045,0.5839560627937317,0.5821287035942078,0.5701517462730408,0.5241537094116211,0.5527002215385437,0.4711633026599884,0.5461252331733704,0.6731133460998535,0.5571120977401733,0.5644781589508057,0.5573129653930664,0.4987694025039673,0.5527054071426392,0.4387603998184204,0.49593645334243774,0.6969408392906189,0.4793616235256195,0.6236105561256409,0.4917086064815521,0.6961247324943542,0.5034082531929016,0.7474987506866455,0.44973307847976685,0.74189293384552,0.43856555223464966,0.6915562748908997,0.4606866240501404,0.7421273589134216,0.4801657795906067,0.7849964499473572,R
